N,P,K,temperature,humidity,ph,rainfall,label
103.31,139.93,5.86,40.9,77.26,4.92,203.14,wheat
73.0,80.46,182.09,17.97,41.62,4.13,224.95,blackgram
9.58,45.3,18.3,41.36,81.94,3.8,236.5,chickpea
51.96,21.84,195.61,21.95,30.85,3.64,226.02,papaya
128.91,103.49,61.37,20.83,41.46,6.09,100.97,apple
81.82,95.28,81.41,35.44,50.4,6.06,212.1,rice
75.37,57.35,23.33,20.66,81.41,4.61,173.72,wheat
37.64,138.13,27.45,11.85,79.5,8.2,187.26,apple
51.58,8.11,150.35,23.08,55.95,4.28,20.23,wheat
125.35,47.52,193.87,35.25,27.74,8.99,92.31,maize
93.3,133.95,127.15,21.44,42.27,7.03,280.59,chickpea
110.23,49.93,148.17,32.03,88.05,3.67,101.22,mango
63.61,40.32,157.39,33.1,58.62,9.28,142.64,coffee
88.23,79.79,57.56,35.68,72.49,5.35,72.27,banana
34.77,120.33,14.05,41.4,45.99,6.2,58.81,cotton
98.76,19.44,5.37,25.14,52.56,5.21,78.43,kidneybeans
59.86,137.02,75.13,15.83,44.32,7.87,175.02,grapes
61.96,116.31,53.29,21.16,66.23,6.41,277.33,pigeonpeas
90.91,30.38,17.46,25.13,78.12,4.29,111.34,rice
131.08,104.68,40.91,34.99,50.59,4.13,110.55,muskmelon
8.96,58.89,29.9,10.46,48.47,7.85,177.96,pigeonpeas
115.46,61.32,187.98,21.05,37.22,4.92,119.89,mango
40.93,114.66,33.05,37.29,24.17,4.33,274.92,mango
62.15,139.79,112.53,33.48,85.14,6.5,125.8,pomegranate
3.07,22.73,123.62,35.61,35.29,8.32,157.32,muskmelon
42.15,63.89,113.7,38.41,74.06,5.17,169.35,jute
70.37,72.33,24.81,37.41,67.23,5.16,238.98,grapes
7.86,57.68,68.76,33.88,73.27,8.5,177.89,pomegranate
68.75,55.85,15.25,25.39,84.94,4.39,86.96,kidneybeans
129.8,12.32,84.13,44.43,59.87,7.2,54.72,lentil
14.76,100.98,42.72,29.92,81.84,9.23,282.58,cotton
107.02,66.07,117.33,17.1,23.42,8.55,244.44,watermelon
57.35,32.27,143.56,20.25,60.14,3.87,26.43,mothbeans
91.72,119.24,111.42,34.27,71.78,5.42,250.03,maize
36.43,117.36,91.85,42.37,31.73,4.35,185.37,pomegranate
22.33,73.09,82.47,16.26,69.26,9.2,165.29,blackgram
22.46,46.78,173.34,12.88,72.28,9.42,23.42,lentil
9.87,94.33,48.87,40.85,76.5,4.91,238.64,coffee
25.99,45.34,151.84,42.03,35.03,7.52,75.46,chickpea
92.99,38.04,156.5,19.67,64.53,8.55,223.83,jute
123.44,107.27,88.84,23.21,34.34,4.9,24.44,coconut
113.98,10.65,64.46,33.11,69.12,4.63,242.98,orange
95.92,18.27,99.11,21.55,47.04,3.57,26.45,grapes
15.46,5.95,23.64,40.7,57.8,5.97,86.05,blackgram
40.49,26.41,14.19,13.77,43.27,8.9,95.12,coconut
43.37,14.66,27.32,11.33,22.96,8.92,64.1,muskmelon
34.99,144.41,42.43,17.3,24.24,4.27,154.7,wheat
72.1,45.43,105.84,20.01,16.21,4.73,99.43,coffee
74.98,25.9,174.83,13.95,59.45,5.95,298.12,mothbeans
49.96,38.74,52.13,12.3,77.89,8.18,182.39,kidneybeans
49.53,136.06,192.03,36.45,11.67,7.17,178.61,cotton
116.0,77.82,195.98,15.75,15.3,6.58,81.84,jute
110.5,56.07,196.78,41.99,46.6,7.05,134.43,apple
43.09,127.27,172.51,22.88,69.02,4.08,54.71,pomegranate
127.93,60.3,77.77,33.47,22.62,6.37,233.51,chickpea
133.39,51.9,19.54,17.89,31.73,9.45,112.72,apple
45.74,34.02,118.76,18.41,28.56,4.03,230.55,cotton
49.62,57.89,116.74,30.11,41.92,6.62,124.07,kidneybeans
70.79,49.34,175.0,29.62,28.0,5.27,296.85,chickpea
131.76,99.82,204.2,36.91,38.21,6.74,67.91,lentil
122.68,45.54,106.63,36.52,68.28,6.94,20.43,maize
14.36,85.81,74.04,33.47,58.88,6.96,186.55,cotton
54.98,14.22,42.18,25.72,16.49,8.61,286.83,pigeonpeas
77.47,31.78,5.96,41.17,61.02,5.84,201.18,cotton
70.44,62.04,106.82,31.79,48.17,6.6,44.0,mungbean
27.14,136.17,116.1,44.66,84.77,3.57,171.33,kidneybeans
120.23,57.82,169.99,38.68,33.14,8.24,274.66,mungbean
94.77,97.97,105.92,11.55,68.09,5.06,21.82,lentil
117.31,40.71,188.29,21.22,68.47,8.4,66.74,papaya
120.23,22.78,130.62,30.02,27.72,5.09,248.08,cotton
104.77,13.2,173.07,35.25,82.26,3.56,270.29,chickpea
61.49,47.76,34.66,29.26,49.29,4.43,218.0,pigeonpeas
85.48,27.07,176.07,37.51,64.31,9.41,297.64,maize
22.45,29.36,140.03,19.89,21.67,5.42,45.26,chickpea
94.31,111.51,39.05,16.44,30.62,4.15,172.79,chickpea
25.1,7.22,42.95,11.89,56.89,4.21,211.8,kidneybeans
97.15,83.09,190.3,30.07,35.52,5.36,216.74,watermelon
32.14,58.12,11.44,34.1,49.98,3.73,242.18,muskmelon
16.46,75.92,97.51,21.42,39.92,6.57,276.94,pigeonpeas
23.14,83.8,67.7,31.48,61.24,4.78,121.26,orange
0.28,48.87,138.02,11.83,48.97,6.62,32.03,banana
100.62,46.32,172.93,13.48,10.37,4.34,121.48,coconut
102.54,107.68,77.08,34.56,61.97,6.08,208.05,mothbeans
72.09,126.98,90.38,22.88,43.77,7.09,79.77,coffee
22.59,31.96,201.38,33.5,37.34,3.87,246.79,banana
11.7,18.67,161.78,39.11,17.53,5.89,81.53,grapes
2.68,130.69,184.44,39.84,27.63,5.32,22.82,mango
23.2,53.99,92.75,16.03,27.9,4.94,162.26,pomegranate
124.72,82.18,51.82,27.02,84.83,7.13,223.41,pomegranate
33.82,55.34,87.37,35.69,44.6,7.03,117.9,wheat
49.6,22.61,148.22,37.09,13.37,7.28,229.69,grapes
14.75,87.51,26.89,37.46,21.11,4.45,142.75,watermelon
31.13,78.52,59.09,17.99,16.32,5.21,68.08,coffee
72.69,33.42,14.33,16.74,57.11,4.76,45.36,rice
85.09,68.26,91.47,30.65,24.93,6.74,218.96,banana
34.35,116.57,170.49,35.94,49.88,6.27,128.0,grapes
8.08,87.66,9.93,21.17,39.6,5.48,275.58,orange
54.74,18.57,140.06,13.66,74.31,8.22,171.27,cotton
32.79,81.72,191.5,35.09,35.64,4.06,117.56,coffee
30.74,103.38,52.39,20.49,46.66,9.35,117.72,maize
134.38,115.98,143.73,15.82,67.7,4.2,56.8,banana
86.28,93.08,200.02,15.17,44.67,8.14,186.26,kidneybeans
77.96,26.37,197.46,21.02,73.46,5.71,183.01,maize
58.21,104.42,51.99,30.74,62.93,8.69,244.0,mothbeans
60.05,99.83,25.07,22.54,42.84,3.95,76.34,muskmelon
75.73,8.42,34.66,10.72,50.32,5.75,101.42,coconut
97.5,62.64,145.41,13.39,87.38,5.51,47.23,apple
98.3,51.61,150.15,20.17,62.93,9.46,102.7,cotton
24.04,98.72,139.85,33.09,82.4,9.41,139.87,mungbean
70.02,35.26,72.22,13.45,24.3,4.64,289.93,watermelon
57.67,87.72,38.96,29.62,48.66,7.28,202.86,coconut
121.87,132.85,121.15,14.2,82.69,6.71,239.2,watermelon
88.4,116.69,101.74,17.41,35.81,4.43,111.14,coffee
74.55,134.0,150.77,16.03,87.41,4.51,60.46,mungbean
16.16,141.99,93.27,12.35,17.77,9.44,91.88,pomegranate
84.79,6.49,72.73,33.5,82.21,6.22,91.81,cotton
16.41,92.18,63.7,26.22,45.62,4.25,183.27,jute
47.21,62.8,47.29,39.09,15.9,4.79,115.61,coffee
20.0,125.38,58.15,13.46,80.36,5.11,260.07,lentil
96.89,40.25,23.97,15.07,30.16,6.57,296.79,orange
28.88,142.34,74.37,20.73,11.78,5.51,116.12,blackgram
54.86,90.92,12.31,36.81,20.86,6.23,217.42,muskmelon
125.39,116.1,42.28,20.7,62.73,4.5,204.1,rice
28.6,16.98,154.35,24.29,88.22,5.46,74.45,jute
71.09,30.68,70.09,20.56,18.92,3.92,277.04,pigeonpeas
58.7,111.18,138.65,12.81,46.96,8.84,75.84,coffee
2.54,8.08,148.38,42.88,24.45,4.69,226.35,wheat
110.99,119.36,121.24,29.2,69.6,8.04,117.33,mango
9.67,6.95,196.74,37.57,19.44,5.6,122.78,jute
66.4,97.0,9.29,33.04,29.19,6.35,147.53,pigeonpeas
78.49,56.11,152.73,28.0,25.71,5.25,262.06,blackgram
87.98,90.61,196.76,13.14,54.2,7.68,59.27,grapes
96.41,102.44,177.45,32.5,79.85,8.57,35.28,cotton
35.46,52.95,38.58,15.44,50.89,5.22,132.57,mothbeans
1.4,20.11,70.36,24.5,14.66,4.95,35.56,coffee
101.28,14.75,39.49,32.02,55.07,7.59,212.53,kidneybeans
74.99,87.45,125.26,37.38,73.8,4.67,232.89,mothbeans
117.06,77.89,147.44,33.98,20.57,7.34,259.32,maize
114.99,108.91,68.41,33.5,15.82,4.07,228.28,coffee
118.07,76.36,112.9,15.22,25.02,7.22,276.58,mango
67.91,64.14,143.18,22.11,69.69,6.58,229.52,jute
46.71,60.73,89.27,11.5,57.33,4.18,282.1,banana
110.82,8.7,175.8,35.18,53.25,7.39,74.07,pigeonpeas
63.18,51.98,159.31,43.34,29.96,6.18,159.96,wheat
25.68,141.64,17.93,19.24,36.58,4.8,298.3,watermelon
119.7,127.3,129.23,13.07,87.27,5.62,210.84,watermelon
123.56,51.11,52.07,26.64,29.25,6.45,266.02,orange
65.28,87.29,116.5,39.98,82.13,4.05,28.51,coffee
10.6,123.62,196.38,29.32,56.44,9.25,264.09,apple
54.3,66.78,180.81,11.64,19.86,7.49,215.36,maize
112.5,7.51,85.9,44.1,47.38,4.12,67.81,jute
126.25,15.43,63.3,39.0,85.88,8.44,27.19,maize
28.49,76.45,51.88,14.61,43.49,5.44,92.78,blackgram
9.38,140.72,111.5,42.26,79.07,7.08,276.42,lentil
122.83,102.05,27.85,25.77,30.51,5.16,207.08,banana
54.52,14.93,114.86,23.02,55.67,7.9,277.45,coffee
75.85,31.51,5.27,26.14,77.51,7.84,144.92,rice
135.53,112.99,69.77,39.21,83.66,6.81,282.26,chickpea
9.32,122.8,48.99,33.08,48.87,4.95,149.63,cotton
90.76,91.48,199.24,12.07,61.18,5.02,77.19,coffee
10.37,95.22,150.45,43.52,10.24,5.8,62.39,coffee
52.57,8.97,74.93,15.17,30.26,4.37,298.27,kidneybeans
112.53,120.99,23.57,36.09,32.3,5.53,113.48,apple
60.69,115.36,108.36,32.26,17.48,7.61,64.81,cotton
139.61,41.26,47.69,16.56,32.38,8.49,22.35,kidneybeans
78.27,104.21,112.29,15.98,35.69,5.5,99.96,chickpea
44.96,35.08,172.07,40.46,87.5,4.9,268.95,jute
30.82,10.65,128.16,24.69,63.49,8.5,169.52,watermelon
49.07,33.16,131.76,32.91,44.08,8.84,197.08,lentil
52.15,30.01,113.21,27.64,89.04,5.96,278.27,kidneybeans
9.62,52.28,190.45,35.46,22.26,3.66,163.6,grapes
51.74,63.58,191.38,26.77,48.08,7.67,254.72,cotton
64.99,76.2,107.54,20.06,61.76,8.2,110.67,mango
101.18,71.75,66.15,22.72,14.45,3.61,293.59,papaya
91.94,42.89,96.92,40.07,67.36,7.07,42.07,mungbean
99.23,9.08,42.31,26.38,17.99,7.03,222.95,banana
1.17,89.71,132.27,17.47,21.22,5.77,204.96,coconut
30.47,60.4,105.02,42.71,22.78,8.0,73.67,papaya
92.64,46.81,25.66,37.88,84.31,6.07,128.88,papaya
67.76,126.37,44.53,11.95,64.66,7.56,107.59,pigeonpeas
0.74,109.54,100.93,44.96,62.43,6.6,46.46,mungbean
112.63,125.09,182.52,34.32,54.44,4.99,183.74,lentil
108.19,74.3,118.28,15.61,33.42,7.14,298.23,cotton
76.78,23.33,141.31,18.3,59.67,7.92,176.68,apple
9.3,102.47,72.81,34.24,42.81,9.34,172.67,rice
107.31,33.85,119.28,37.29,21.63,5.78,31.29,papaya
81.72,66.77,94.48,18.37,65.17,3.89,58.98,banana
109.47,14.1,136.83,18.99,20.37,9.43,163.7,jute
105.24,120.54,15.12,20.75,25.25,7.24,295.85,wheat
112.42,22.63,103.66,30.93,75.42,9.18,265.45,apple
72.52,131.43,64.2,16.01,62.81,4.12,115.26,mothbeans
19.65,125.99,70.24,13.65,60.48,5.55,172.04,grapes
93.96,70.04,197.18,33.76,43.46,4.3,174.76,grapes
86.87,109.21,41.54,37.27,41.7,8.51,211.9,banana
103.92,91.72,67.25,27.53,65.22,8.78,212.58,muskmelon
23.78,117.43,106.98,22.73,69.2,6.51,241.14,orange
27.3,65.45,177.61,25.12,50.82,4.62,26.99,mungbean
124.66,115.01,88.33,23.59,87.54,4.26,284.23,wheat
105.0,69.74,153.77,43.6,86.46,7.03,39.62,pomegranate
127.15,136.74,176.27,36.88,42.99,6.54,153.32,rice
106.22,73.09,67.0,17.28,75.65,7.67,277.48,lentil
83.6,69.77,83.55,23.45,53.46,5.33,156.55,orange
91.58,114.91,76.31,29.04,50.94,5.91,37.82,muskmelon
124.48,120.02,171.57,31.45,14.4,3.63,84.19,wheat
81.03,82.63,13.87,26.39,55.92,7.16,182.03,coffee
88.53,30.17,66.68,38.35,82.05,6.04,44.6,apple
21.91,70.49,140.88,36.87,72.41,9.02,138.63,muskmelon
66.35,140.53,118.09,27.68,72.91,7.35,112.15,papaya
100.3,110.42,92.26,39.91,22.79,5.89,248.26,kidneybeans
37.93,118.56,112.99,36.29,38.68,5.08,50.84,coffee
28.32,9.6,44.52,37.25,28.66,8.93,211.18,pigeonpeas
43.94,70.5,91.14,43.47,35.27,3.6,133.84,apple
33.81,95.53,105.34,19.33,56.36,5.46,184.57,muskmelon
30.09,121.2,185.24,19.37,39.18,9.16,77.55,muskmelon
59.48,11.9,57.17,41.11,54.86,7.42,190.72,mothbeans
127.1,124.34,178.57,37.03,45.08,6.7,208.71,muskmelon
70.99,81.78,133.85,42.43,32.93,4.72,39.66,blackgram
26.31,32.62,9.07,12.21,17.63,8.5,250.82,coffee
10.78,49.42,149.93,31.97,81.35,4.73,261.15,pigeonpeas
97.46,44.47,12.11,15.06,10.91,4.99,37.8,muskmelon
53.59,79.32,204.48,27.64,10.13,4.65,188.89,blackgram
115.06,12.24,179.53,15.45,76.14,4.45,186.32,chickpea
92.33,27.2,64.47,14.48,89.74,9.22,23.49,jute
111.47,118.78,56.48,10.43,68.17,7.11,115.86,pigeonpeas
38.07,23.56,81.29,32.06,11.22,7.33,291.3,grapes
96.93,37.68,76.23,22.57,28.14,9.23,175.53,maize
36.97,68.47,79.47,13.68,87.75,4.88,281.3,coffee
131.47,77.4,68.66,21.3,74.69,3.54,209.18,apple
89.09,111.91,129.23,15.91,55.34,7.09,27.95,pomegranate
45.43,67.63,37.85,42.96,28.95,6.55,41.76,mungbean
37.73,115.58,174.2,21.2,11.15,6.37,222.21,mungbean
26.73,91.57,167.48,21.69,11.67,3.87,175.28,chickpea
97.25,20.83,100.3,39.4,58.96,6.23,55.6,watermelon
30.62,26.89,175.55,32.67,11.75,5.23,191.94,muskmelon
83.34,66.18,54.43,34.86,89.49,5.15,246.88,jute
37.05,60.56,8.51,32.26,24.67,4.83,230.84,pomegranate
92.68,109.1,128.84,43.12,66.86,5.5,88.93,mothbeans
114.09,86.3,96.58,17.25,22.4,5.62,92.29,orange
108.92,59.34,118.43,44.62,53.21,5.35,290.99,pigeonpeas
106.52,28.91,184.87,39.08,16.45,9.37,268.47,chickpea
26.28,36.76,198.99,30.61,71.34,9.1,109.13,kidneybeans
12.37,85.57,131.89,33.18,56.79,6.95,250.74,maize
97.85,64.28,157.81,32.71,16.89,9.39,65.29,pigeonpeas
51.57,77.09,21.76,12.04,77.89,9.45,75.12,grapes
60.53,28.89,37.14,17.63,53.76,5.64,70.73,rice
4.36,97.81,151.64,43.65,83.73,6.17,44.56,coconut
36.34,124.36,91.27,28.7,83.33,9.25,259.31,grapes
4.71,41.11,94.19,23.24,83.64,7.15,182.07,pigeonpeas
123.09,73.81,66.72,36.67,16.22,4.78,92.51,maize
34.08,141.57,126.47,28.36,19.68,7.64,257.62,apple
78.03,51.65,42.03,10.46,89.02,4.73,244.74,jute
5.46,88.31,130.38,35.77,49.01,5.54,48.27,grapes
93.36,17.63,39.76,35.63,29.06,4.87,200.36,papaya
45.22,89.84,17.77,15.78,71.57,4.97,222.11,mothbeans
125.71,17.55,71.07,43.48,31.14,3.53,220.43,pomegranate
124.34,139.29,51.23,17.84,68.18,8.78,222.48,mothbeans
45.54,105.19,182.8,26.02,76.98,5.28,67.45,mango
126.13,115.34,15.99,14.02,72.74,4.02,108.22,coffee
139.46,103.57,40.32,31.11,31.92,4.02,256.37,cotton
115.56,87.56,114.74,23.14,42.13,6.84,271.55,grapes
118.28,67.99,101.21,22.36,43.06,9.46,98.17,pomegranate
34.86,125.17,14.17,38.94,49.3,4.37,26.45,mungbean
80.74,138.96,6.45,10.33,23.39,4.1,260.73,banana
9.42,74.87,202.61,37.93,46.2,6.13,125.59,watermelon
13.29,135.41,136.77,30.0,50.86,6.88,112.25,lentil
139.84,86.67,78.08,44.51,52.54,5.27,117.16,jute
45.73,80.37,99.09,30.63,75.59,5.32,136.39,wheat
104.75,68.63,58.31,11.94,51.39,6.05,125.91,mango
112.93,34.3,73.97,11.77,28.46,5.38,178.6,lentil
120.12,5.52,134.81,40.91,63.05,8.99,42.1,apple
139.67,38.81,181.56,39.44,73.79,3.75,292.03,jute
33.81,76.36,41.83,22.11,35.55,4.91,282.21,lentil
5.65,58.19,173.07,31.63,61.62,8.35,281.63,jute
57.57,67.79,29.31,27.14,21.76,8.5,266.2,pigeonpeas
18.21,142.29,48.0,43.85,37.35,4.17,204.89,coconut
3.14,54.04,12.44,43.25,82.74,9.34,81.91,rice
50.46,68.31,33.16,44.43,82.9,7.66,33.86,apple
109.72,23.69,188.46,40.33,56.03,5.14,47.81,rice
79.27,11.71,96.89,41.83,66.19,6.24,110.72,kidneybeans
43.79,113.56,20.53,17.6,78.32,5.28,161.09,watermelon
91.61,84.9,196.95,39.09,86.68,4.4,298.11,coffee
32.48,111.5,180.8,34.81,49.19,5.25,141.92,rice
2.01,25.98,155.94,43.7,54.93,6.98,166.9,apple
107.01,85.06,191.69,29.99,43.25,8.46,214.64,grapes
87.32,40.51,49.03,12.98,15.76,5.68,70.61,mango
106.72,36.93,172.27,30.91,43.82,5.59,281.19,pomegranate
5.45,6.61,143.0,34.03,73.25,6.31,168.13,banana
117.2,23.25,178.95,17.71,74.39,7.37,97.35,pigeonpeas
86.73,48.3,164.38,23.79,81.39,8.01,281.83,pomegranate
78.88,21.36,74.3,30.95,14.12,5.46,195.13,wheat
87.45,143.02,159.88,23.09,52.17,7.02,155.43,orange
121.02,48.21,57.49,23.12,18.59,5.84,182.44,banana
82.17,23.25,70.72,14.66,26.06,7.8,229.52,coffee
81.33,32.87,26.58,42.93,82.02,4.49,63.27,watermelon
138.7,87.28,192.02,36.27,49.74,5.04,262.15,blackgram
105.94,13.97,63.2,10.04,70.68,6.06,288.66,mungbean
61.92,125.74,109.12,36.8,15.15,8.84,178.76,orange
99.04,139.61,83.27,35.89,43.35,6.94,211.04,muskmelon
54.49,39.54,196.99,10.34,63.94,9.29,260.75,coffee
32.04,68.01,72.01,22.94,20.67,4.12,124.95,cotton
83.56,8.1,160.71,31.24,36.07,6.26,297.99,lentil
129.95,94.7,176.08,25.85,15.16,6.01,210.54,banana
130.08,62.95,92.12,37.23,62.11,7.1,138.72,coconut
47.87,42.81,80.63,24.89,87.67,8.37,209.65,banana
73.87,33.96,154.55,15.39,76.16,8.55,166.07,lentil
29.63,96.56,187.58,44.17,87.97,7.52,51.26,grapes
139.39,63.27,155.99,18.47,77.65,7.35,242.84,chickpea
137.36,30.15,50.43,35.12,78.42,9.19,178.03,watermelon
90.93,101.48,182.66,15.01,56.17,5.8,242.84,coconut
112.62,84.11,82.52,21.52,51.46,8.5,63.38,blackgram
100.11,125.21,120.25,25.47,42.5,9.03,170.74,mothbeans
83.04,21.45,171.29,16.73,75.45,6.45,234.65,mothbeans
7.47,114.99,42.68,25.75,24.57,7.87,296.73,coconut
63.67,99.29,161.9,15.5,14.5,5.76,267.63,blackgram
94.47,21.1,124.23,29.57,85.83,4.45,262.02,lentil
94.85,102.27,183.67,33.23,10.3,7.02,89.29,coconut
52.24,66.82,39.39,12.19,88.15,4.68,254.64,mango
131.84,137.3,89.14,40.49,68.31,6.25,67.4,pigeonpeas
23.43,24.83,171.57,16.48,36.28,8.74,75.47,chickpea
70.05,95.0,8.85,17.89,65.83,4.02,50.83,apple
96.72,58.48,27.44,33.15,75.43,3.68,260.13,cotton
97.6,138.95,203.11,26.41,29.63,7.14,50.31,grapes
90.81,51.2,61.08,27.48,71.67,5.49,58.67,maize
38.54,139.71,200.11,14.49,74.35,6.01,88.85,rice
21.87,131.21,41.51,38.2,29.95,5.93,180.35,orange
89.03,42.85,77.22,31.6,13.35,4.02,266.45,wheat
83.9,117.5,155.57,14.74,26.33,3.52,137.1,mungbean
25.11,144.38,136.56,23.09,26.05,8.89,172.96,muskmelon
98.72,40.37,121.22,38.36,15.22,4.81,66.62,chickpea
63.72,66.15,110.98,29.89,68.08,6.06,94.46,papaya
93.49,77.83,173.69,13.8,40.4,9.33,57.5,coconut
117.23,46.29,51.99,23.05,80.75,8.46,134.78,lentil
23.76,7.14,93.49,18.49,30.17,4.15,185.29,apple
2.68,35.82,36.09,28.11,46.26,6.55,99.53,apple
109.07,44.47,124.19,39.52,61.12,7.88,256.88,cotton
85.36,67.1,55.11,25.27,80.2,7.69,294.75,mothbeans
97.95,28.95,71.77,25.17,51.97,8.07,53.64,blackgram
117.34,127.26,99.25,41.69,39.88,6.24,25.0,mothbeans
112.39,103.69,10.35,30.17,79.36,4.56,241.14,cotton
134.53,16.93,23.39,29.82,34.82,6.29,73.38,maize
75.03,96.01,142.19,19.17,16.35,7.39,118.88,banana
68.39,96.51,90.79,31.27,45.6,7.15,130.38,coffee
56.26,138.87,177.96,30.16,72.81,3.92,276.65,chickpea
21.52,5.42,143.93,23.89,12.46,3.89,204.47,apple
80.17,39.71,6.62,44.67,56.87,9.29,31.37,maize
38.78,134.89,128.34,40.87,57.56,4.41,24.15,pomegranate
128.98,135.5,23.74,36.24,84.28,5.27,75.88,mungbean
81.65,105.88,161.19,28.81,32.92,8.11,109.09,wheat
83.0,112.21,203.3,26.17,32.31,5.96,155.67,grapes
49.69,17.81,111.24,16.47,45.24,4.59,254.6,chickpea
7.28,76.94,141.56,20.7,38.55,6.3,108.15,muskmelon
4.44,37.42,52.46,37.09,68.91,6.91,125.43,grapes
59.27,30.37,92.52,25.88,61.34,6.22,112.21,mothbeans
11.84,118.44,176.22,40.88,70.71,9.01,22.51,lentil
84.96,23.91,38.48,15.18,75.6,5.21,287.46,banana
123.34,70.61,58.11,27.79,83.84,7.47,58.92,coffee
123.61,136.4,94.09,32.64,44.47,4.17,100.55,mungbean
92.27,31.02,147.45,28.09,88.78,5.85,56.2,coffee
29.57,141.92,80.18,41.12,27.25,7.95,157.35,pomegranate
120.82,144.2,190.55,44.63,67.15,4.85,281.01,coconut
124.05,82.79,23.89,14.05,52.72,7.04,48.2,mango
27.53,28.82,79.16,14.55,75.35,4.42,143.45,banana
103.24,49.25,146.79,14.56,48.14,4.12,26.26,mothbeans
40.11,64.43,50.2,33.84,72.72,6.64,235.85,cotton
112.37,48.31,136.28,23.04,84.41,7.55,199.54,banana
139.61,44.29,37.84,35.67,68.58,4.18,215.92,lentil
4.2,141.11,16.2,24.19,72.09,9.01,152.25,mothbeans
125.63,26.47,29.2,31.97,15.37,4.85,274.14,papaya
87.17,107.67,191.0,36.95,26.4,4.22,134.68,mothbeans
136.27,5.06,115.35,29.19,87.94,4.72,163.94,coffee
65.1,88.47,164.27,28.88,65.45,4.52,214.68,orange
118.63,133.23,71.53,13.09,54.92,4.04,165.76,coffee
8.74,45.31,123.53,24.38,39.36,8.29,73.01,banana
46.94,30.97,103.99,29.1,13.55,6.47,108.78,chickpea
9.38,96.24,194.15,26.17,39.53,5.83,45.84,rice
136.55,104.76,154.51,41.53,49.91,9.2,141.13,kidneybeans
114.38,101.32,151.11,41.73,26.92,5.73,190.63,lentil
119.36,49.7,14.27,38.77,23.85,4.5,53.19,mothbeans
131.32,40.31,114.93,23.14,50.67,5.14,196.56,coconut
11.91,138.83,98.4,35.11,56.87,4.93,270.0,mothbeans
53.98,134.26,190.57,23.84,29.19,6.49,114.56,mango
9.94,69.02,56.47,18.14,56.99,5.25,82.17,grapes
29.51,123.47,58.97,22.0,82.03,6.6,270.04,kidneybeans
32.11,68.33,87.27,12.48,47.85,7.52,213.74,cotton
65.68,64.41,53.67,21.61,78.59,8.16,49.51,wheat
37.6,26.95,30.84,26.13,84.18,7.76,134.27,grapes
14.14,64.7,176.48,43.44,17.39,4.73,208.75,cotton
23.45,80.24,116.66,20.97,17.66,4.2,180.83,mungbean
20.62,8.15,177.27,41.59,48.08,6.75,193.19,coconut
136.23,67.18,171.23,18.01,57.05,4.69,178.8,wheat
106.3,114.39,61.41,16.68,44.07,4.01,243.46,mungbean
135.49,100.21,114.55,28.16,36.12,6.66,109.72,coconut
61.56,93.92,21.64,33.54,61.28,5.46,218.37,kidneybeans
38.97,132.34,188.05,11.55,10.17,8.04,297.5,banana
111.76,7.52,85.85,17.74,87.45,5.39,129.19,mothbeans
45.68,82.99,83.74,25.95,28.57,9.37,241.49,cotton
41.91,115.23,65.55,21.59,83.37,8.05,88.91,mango
32.55,80.79,97.13,34.94,18.72,3.85,98.93,watermelon
18.16,50.35,55.35,27.89,29.05,6.55,281.76,lentil
35.9,24.08,79.97,15.61,28.79,6.88,27.26,chickpea
49.74,129.26,164.99,41.31,89.69,7.67,80.88,muskmelon
94.36,70.91,171.85,20.25,10.37,6.49,155.22,mothbeans
8.76,127.94,65.84,35.59,61.17,6.4,132.52,mango
29.47,87.02,98.8,37.3,79.57,5.71,196.17,chickpea
113.26,99.39,179.76,43.71,63.78,5.13,73.96,banana
20.57,117.6,15.53,27.45,39.02,9.18,39.75,coconut
47.97,97.28,182.83,31.55,86.66,5.41,123.41,wheat
121.05,60.73,48.84,21.72,81.48,3.88,166.82,kidneybeans
21.69,76.91,140.71,33.74,44.72,4.5,177.36,mungbean
11.58,117.43,121.51,26.22,55.87,8.64,188.42,chickpea
67.84,57.31,115.59,25.32,87.4,7.02,173.63,wheat
42.34,59.34,176.87,39.94,88.6,8.17,88.81,pigeonpeas
78.88,18.4,25.31,11.76,45.99,8.35,234.07,maize
112.53,133.04,74.41,40.87,77.79,8.44,44.58,grapes
19.2,17.75,112.65,39.82,34.16,6.8,75.54,lentil
81.3,95.75,167.26,27.72,39.75,4.56,227.03,pomegranate
70.77,62.85,48.29,27.16,23.19,4.39,98.32,kidneybeans
20.17,61.79,165.59,22.66,26.73,6.94,158.17,jute
87.36,100.14,84.93,44.8,62.55,5.7,111.62,muskmelon
38.31,14.39,42.78,13.89,50.86,6.85,161.95,blackgram
68.3,88.12,156.8,30.66,28.49,6.49,117.06,cotton
11.52,113.08,23.18,33.86,42.23,7.11,298.38,muskmelon
64.34,120.95,107.95,42.7,39.85,3.69,120.09,blackgram
42.9,28.87,17.78,37.31,88.99,3.7,195.57,apple
115.13,130.64,76.28,32.53,78.29,7.83,268.74,banana
7.98,96.86,125.22,14.09,41.04,4.66,198.62,watermelon
58.61,128.46,116.22,23.08,83.11,7.41,178.44,lentil
64.18,72.94,85.93,14.86,37.41,6.78,179.38,chickpea
101.5,80.88,90.81,40.84,63.43,9.39,159.01,apple
80.4,133.67,50.35,36.24,87.33,8.51,246.12,orange
